cnpj_basico,identificador_matriz_filial,situacao_cadastral,data_situacao_cadastral,data_inicio_atividade,cnae_fiscal_principal,ativa_em_2010,ativa_em_2011,ativa_em_2012,ativa_em_2013,ativa_em_2014,ativa_em_2015,ativa_em_2016,ativa_em_2017,ativa_em_2018,ativa_em_2019,ativa_em_2020,ativa_em_2021,ativa_em_2022
31804966,1,2,2005-11-03,1989-01-19,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
31804966,2,2,2007-06-19,2007-06-19,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
31804966,2,2,2007-06-19,2007-06-19,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
31804966,2,2,2007-06-19,2007-06-19,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
31815293,2,2,2009-04-07,2009-04-07,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
31815293,2,8,2012-05-30,2009-04-07,6424703,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32016446,1,8,2008-12-31,1990-12-19,6493000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32125510,1,8,2015-02-09,1988-08-16,6435201,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
32307761,1,8,2001-02-20,1989-03-17,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32430233,2,2,2010-01-05,2010-01-05,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
32445645,1,8,2008-12-31,1990-04-10,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32470924,1,8,1998-10-16,1990-02-15,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32474884,2,2,2008-04-22,2008-04-22,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
32596165,1,8,2008-12-31,1989-06-29,6435201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32655102,1,8,2008-12-31,1989-03-16,6493000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32655946,1,2,2005-11-03,1989-03-20,6424704,1,1,1,1,1,1,1,1,1,1,1,1,1
32666059,1,4,2022-06-09,1989-06-02,6424704,1,1,1,1,1,1,1,1,1,1,1,1,NA
32808263,1,8,2008-12-31,1991-05-15,6493000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32838138,1,8,2008-12-31,1992-01-08,6493000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32995755,2,2,2006-02-02,2006-02-02,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
32995755,2,2,2006-02-02,2006-02-02,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
33022690,2,2,2006-02-08,2006-02-08,6424704,1,1,1,1,1,1,1,1,1,1,1,1,1
33022690,2,2,2006-02-08,2006-02-08,6424704,1,1,1,1,1,1,1,1,1,1,1,1,1
33502345,1,4,2019-01-15,1966-09-26,6424703,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA
33640996,1,8,2008-12-31,1989-12-07,6493000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33737800,1,8,2008-12-31,1990-04-06,6424701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34054932,1,2,2004-10-02,1970-05-13,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
34197145,1,8,2008-12-31,1990-01-10,6493000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34486795,1,8,2008-12-31,1989-02-20,6493000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34624965,1,4,2018-12-13,1989-09-27,6424703,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA
35110642,1,8,2008-12-31,1990-04-16,6499999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36791218,1,8,1993-01-04,1991-07-26,6493000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36900256,2,2,2006-06-07,2006-06-07,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
36900256,2,2,2001-03-21,2001-03-21,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
37053618,1,8,2008-12-31,1992-01-14,6493000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38026738,1,8,2015-02-09,1993-09-02,6499999,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
39316898,1,4,2019-01-15,1993-07-07,6424703,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA
40329740,2,8,2008-12-31,1994-01-04,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40329740,2,8,2008-12-31,1995-10-18,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41669227,2,2,2006-10-19,2006-10-19,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
42898825,2,8,2013-07-22,2011-08-25,6424703,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53236808,2,2,2011-11-10,2011-11-10,6424703,NA,1,1,1,1,1,1,1,1,1,1,1,1
53923116,2,8,2020-11-01,2013-01-30,6424703,NA,NA,NA,1,1,1,1,1,1,1,NA,NA,NA
54401286,2,2,2015-05-21,2015-05-21,6424703,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1
57647653,2,2,2012-09-05,2012-09-05,6424703,NA,NA,1,1,1,1,1,1,1,1,1,1,1
64237530,2,8,2019-09-11,2014-10-17,6424703,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA
66193350,2,8,2013-04-30,2006-08-22,6424703,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66788142,2,2,2012-04-05,2012-04-05,6424703,NA,NA,1,1,1,1,1,1,1,1,1,1,1
67096909,2,2,2015-03-27,2015-03-27,6424703,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1
67960229,2,8,2014-05-26,2011-08-16,6424703,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
69346856,2,2,2013-10-09,2013-10-09,6424703,NA,NA,NA,1,1,1,1,1,1,1,1,1,1
70937271,2,2,2011-09-01,2011-09-01,6424703,NA,1,1,1,1,1,1,1,1,1,1,1,1
71418784,2,2,2014-10-23,2014-10-23,6424703,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1
71884498,2,2,2011-10-26,2011-10-26,6424703,NA,1,1,1,1,1,1,1,1,1,1,1,1
71988653,2,8,2017-11-01,2015-05-29,6424703,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA
72257793,2,2,2014-02-25,2014-02-25,6424703,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1
73443863,2,8,2021-05-25,2012-06-28,6424703,NA,NA,1,1,1,1,1,1,1,1,1,NA,NA
73443863,2,2,2012-06-28,2012-06-28,6424703,NA,NA,1,1,1,1,1,1,1,1,1,1,1
76461557,2,2,2014-10-24,2014-10-24,6424704,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1
78414067,2,2,2013-07-30,2013-07-30,6424703,NA,NA,NA,1,1,1,1,1,1,1,1,1,1
78414067,2,2,2013-08-12,2013-08-12,6424703,NA,NA,NA,1,1,1,1,1,1,1,1,1,1
78907607,2,2,2013-08-09,2013-08-09,6424703,NA,NA,NA,1,1,1,1,1,1,1,1,1,1
79063574,2,2,2010-11-25,2010-11-25,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
79063574,2,2,2012-09-11,2012-09-11,6424703,NA,NA,1,1,1,1,1,1,1,1,1,1,1
79086997,2,2,2011-02-18,2011-02-18,6424703,NA,1,1,1,1,1,1,1,1,1,1,1,1
79342069,2,8,2011-06-28,2010-03-05,6424703,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79342069,2,8,2016-04-15,2010-05-25,6424703,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA
80230774,2,8,2021-05-10,2008-02-20,6424702,1,1,1,1,1,1,1,1,1,1,1,NA,NA
80230774,2,8,2021-06-29,2008-02-20,6424702,1,1,1,1,1,1,1,1,1,1,1,NA,NA
81011686,2,2,2013-11-06,2013-11-06,6424703,NA,NA,NA,1,1,1,1,1,1,1,1,1,1
81099491,2,2,2013-07-25,2013-07-25,6424703,NA,NA,NA,1,1,1,1,1,1,1,1,1,1
81099491,2,2,2015-02-10,2015-02-10,6424703,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1
50396902,1,8,2008-12-31,1986-12-31,6493000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81723108,2,2,2013-01-18,2013-01-18,6424704,NA,NA,NA,1,1,1,1,1,1,1,1,1,1
81723108,2,2,2014-04-24,2014-04-24,6424704,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1
82065285,2,2,2012-04-09,2012-04-09,6424703,NA,NA,1,1,1,1,1,1,1,1,1,1,1
82065285,2,8,2017-02-15,2014-09-26,6424703,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA
82527557,2,2,2014-03-31,2014-03-31,6424703,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1
82639451,2,2,2010-03-16,2010-03-16,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
82639451,2,2,2014-06-09,2014-06-09,6424703,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1
82639451,2,2,2014-07-07,2014-07-07,6424703,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1
82639451,2,2,2014-07-07,2014-07-07,6424703,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1
82639451,2,2,2014-07-07,2014-07-07,6424703,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1
82639451,2,8,2022-07-20,2014-08-08,6424703,NA,NA,NA,NA,1,1,1,1,1,1,1,1,NA
86564051,2,2,2006-07-19,2006-07-19,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
86564051,2,2,2014-01-15,2014-01-15,6424703,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1
87510475,2,2,2014-11-18,2014-11-18,6424703,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1
87733077,2,2,2013-11-27,2013-11-27,6424703,NA,NA,NA,1,1,1,1,1,1,1,1,1,1
87733770,2,2,2006-11-17,2006-11-17,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
87779625,2,2,2010-05-13,2010-05-13,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
87779625,2,2,2011-09-23,2011-09-23,6424703,NA,1,1,1,1,1,1,1,1,1,1,1,1
87780268,2,2,2011-09-21,2011-09-21,6424703,NA,1,1,1,1,1,1,1,1,1,1,1,1
87780284,2,8,2020-05-11,2013-01-11,6424703,NA,NA,NA,1,1,1,1,1,1,1,NA,NA,NA
87795639,2,2,2014-05-16,2014-05-16,6424703,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1
87795639,2,2,2010-03-16,2010-03-16,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
87795639,2,2,2014-06-12,2014-06-12,6424703,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1
87853206,2,2,2008-06-06,2008-06-06,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
87853206,2,2,2012-09-21,2012-09-21,6424703,NA,NA,1,1,1,1,1,1,1,1,1,1,1
87853206,2,2,2006-01-31,2006-01-31,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
87900601,2,2,2011-10-17,2011-10-17,6424703,NA,1,1,1,1,1,1,1,1,1,1,1,1
88099247,2,2,2007-05-23,2007-05-23,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
88894548,2,2,2011-05-31,2011-05-31,6424703,NA,1,1,1,1,1,1,1,1,1,1,1,1
88894548,2,2,2011-05-31,2011-05-31,6424703,NA,1,1,1,1,1,1,1,1,1,1,1,1
88894548,2,2,2011-05-31,2011-05-31,6424703,NA,1,1,1,1,1,1,1,1,1,1,1,1
88894548,2,2,2011-05-31,2011-05-31,6424703,NA,1,1,1,1,1,1,1,1,1,1,1,1
89049738,2,2,2010-08-23,2010-08-23,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
89049738,2,2,2010-11-17,2010-11-17,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
89049738,2,2,2010-11-17,2010-11-17,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
89126130,2,2,2014-12-11,2014-12-11,6424703,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1
89990501,2,2,2008-12-03,2008-12-03,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
90729369,2,2,2013-11-27,2013-11-27,6424703,NA,NA,NA,1,1,1,1,1,1,1,1,1,1
90729369,2,2,2013-11-27,2013-11-27,6424703,NA,NA,NA,1,1,1,1,1,1,1,1,1,1
91586982,2,2,2013-07-12,2013-07-12,6424703,NA,NA,NA,1,1,1,1,1,1,1,1,1,1
91586982,2,2,2014-10-08,2014-10-08,6424703,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1
91983155,2,8,2014-05-06,2013-06-20,6424703,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
92796564,2,8,2017-10-04,2008-02-27,6424703,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA
94433109,2,2,2010-11-03,2010-11-03,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
95163002,2,2,2010-09-14,2010-09-14,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
95594941,2,2,2013-08-29,2013-08-29,6424703,NA,NA,NA,1,1,1,1,1,1,1,1,1,1
75847,2,2,2014-10-13,2014-10-13,6424703,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1
815319,2,2,2010-08-19,2010-08-19,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
912488,2,8,2016-06-20,2010-07-15,6424703,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA
912488,2,8,2016-06-20,2013-11-19,6424703,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA
1009908,2,2,2010-06-24,2010-06-24,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
1039011,2,2,2012-10-05,2012-10-05,6424703,NA,NA,1,1,1,1,1,1,1,1,1,1,1
1039011,2,2,2013-03-21,2013-03-21,6424703,NA,NA,NA,1,1,1,1,1,1,1,1,1,1
1285935,2,8,2009-10-24,2006-08-30,6424704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1480754,2,8,2013-08-26,2010-09-10,6424703,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1604998,2,2,2010-10-22,2010-10-22,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
1637949,2,2,2013-12-02,2013-12-02,6424703,NA,NA,NA,1,1,1,1,1,1,1,1,1,1
1644264,2,2,2014-10-28,2014-10-28,6424703,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1
1644264,2,2,2014-09-19,2014-09-19,6424703,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1
1727929,2,2,2011-12-29,2011-12-29,6424703,NA,1,1,1,1,1,1,1,1,1,1,1,1
1727929,2,2,2014-10-23,2014-10-23,6424703,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1
1727929,2,2,2014-10-23,2014-10-23,6424703,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1
2015588,2,2,2014-01-13,2014-01-13,6424703,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1
2015588,2,2,2014-01-13,2014-01-13,6424703,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1
2057584,2,2,2011-08-16,2011-08-16,6424703,NA,1,1,1,1,1,1,1,1,1,1,1,1
2057584,2,2,2013-05-02,2013-05-02,6424703,NA,NA,NA,1,1,1,1,1,1,1,1,1,1
2144899,2,2,2013-08-27,2013-08-27,6424703,NA,NA,NA,1,1,1,1,1,1,1,1,1,1
2197569,2,2,2010-10-05,2010-10-05,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
2309070,2,2,2014-12-10,2014-12-10,6424704,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1
2398976,2,2,2008-11-05,2008-11-05,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
2398976,2,2,2014-11-03,2014-11-03,6424703,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1
2448310,2,2,2011-04-15,2011-04-15,6424704,NA,1,1,1,1,1,1,1,1,1,1,1,1
2466552,2,2,2013-08-27,2013-08-27,6424703,NA,NA,NA,1,1,1,1,1,1,1,1,1,1
2466552,2,2,2014-06-13,2014-06-13,6424703,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1
2641969,2,2,2013-08-22,2013-08-22,6424703,NA,NA,NA,1,1,1,1,1,1,1,1,1,1
2876918,2,2,2014-02-26,2014-02-26,6424703,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1
2935307,2,2,2011-04-26,2011-04-26,6424703,NA,1,1,1,1,1,1,1,1,1,1,1,1
3047549,2,2,2011-07-05,2011-07-05,6424703,NA,1,1,1,1,1,1,1,1,1,1,1,1
3055269,2,8,2018-12-01,2011-04-28,6424703,NA,1,1,1,1,1,1,1,NA,NA,NA,NA,NA
3055269,2,8,2018-12-01,2008-11-13,6424703,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA
3065046,2,2,2013-01-03,2013-01-03,6424703,NA,NA,NA,1,1,1,1,1,1,1,1,1,1
3149086,2,8,2018-08-27,2008-11-26,6424703,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA
3373150,2,8,2019-08-01,2015-03-11,6424703,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA
3459850,2,2,2015-06-30,2015-06-30,6424703,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1
3461243,2,2,2010-03-15,2010-03-15,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
3500740,2,8,2009-08-05,2006-12-06,6424704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3566655,2,2,2015-07-15,2015-07-15,6424703,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1
3965737,2,2,2014-09-26,2014-09-26,6424704,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1
4167614,2,8,2014-11-03,2007-05-21,6424703,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
4179861,2,8,2018-09-01,2013-07-10,6424703,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA
4179861,2,8,2018-09-01,2013-07-10,6424703,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA
4445917,2,2,2014-10-22,2014-10-22,6424703,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1
4529074,2,2,2015-06-10,2015-06-10,6424703,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1
5277312,2,2,2011-10-14,2011-10-14,6424704,NA,1,1,1,1,1,1,1,1,1,1,1,1
5772229,2,8,2020-11-01,2012-04-03,6424703,NA,NA,1,1,1,1,1,1,1,1,NA,NA,NA
5888589,2,2,2010-03-16,2010-03-16,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
7026923,2,2,2012-02-15,2012-02-15,6424703,NA,NA,1,1,1,1,1,1,1,1,1,1,1
7206072,2,2,2013-04-25,2013-04-25,6424703,NA,NA,NA,1,1,1,1,1,1,1,1,1,1
7458684,2,8,2013-11-29,2012-05-23,6424703,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7791025,2,8,2014-06-10,2010-09-09,6424703,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
7925729,2,2,2011-08-23,2011-08-23,6424704,NA,1,1,1,1,1,1,1,1,1,1,1,1
8044854,2,2,2015-03-27,2015-03-27,6424703,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1
8075352,2,2,2012-01-30,2012-01-30,6424703,NA,NA,1,1,1,1,1,1,1,1,1,1,1
8240446,1,2,2006-08-23,2006-08-23,6424704,1,1,1,1,1,1,1,1,1,1,1,1,1
8742188,2,2,2013-11-05,2013-11-05,6424703,NA,NA,NA,1,1,1,1,1,1,1,1,1,1
9041464,2,8,2012-11-26,2011-04-11,6424703,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9187555,2,8,2017-11-06,2014-03-05,6424703,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA
9280638,2,8,2017-01-17,2014-11-04,6424704,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA
9590601,2,2,2014-12-18,2014-12-18,6424703,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1
9598438,1,8,2012-08-20,2008-05-30,6424704,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10218474,2,2,2015-01-30,2015-01-30,6424703,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1
10262276,2,2,2010-06-04,2010-06-04,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
10511786,2,8,2013-08-26,2012-11-07,6424703,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10736214,2,2,2011-05-27,2011-05-27,6424703,NA,1,1,1,1,1,1,1,1,1,1,1,1
10772401,2,8,2020-05-08,2015-06-11,6424703,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA
10779018,2,8,2010-12-01,2010-07-23,6424702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11453724,1,8,2018-11-14,2009-12-23,6424704,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA
11565109,2,8,2021-03-26,2015-06-01,6424703,NA,NA,NA,NA,NA,1,1,1,1,1,1,NA,NA
13713769,1,8,2013-12-10,2011-05-19,6434400,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13782900,2,8,2014-02-01,2011-11-22,6424703,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
14568725,1,2,2011-10-03,2011-10-03,6424702,NA,1,1,1,1,1,1,1,1,1,1,1,1
39343350,1,2,2020-10-07,2020-10-07,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
16564240,1,2,2012-07-03,2012-07-03,6424703,NA,NA,1,1,1,1,1,1,1,1,1,1,1
16779741,2,2,2013-08-19,2013-08-19,6424703,NA,NA,NA,1,1,1,1,1,1,1,1,1,1
16779741,2,2,2014-07-18,2014-07-18,6424703,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1
39343350,2,2,2021-01-28,2021-01-28,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
19402130,2,2,2010-07-01,2010-07-01,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
19449602,2,2,2014-07-16,2014-07-16,6424703,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1
21198087,1,2,2014-10-09,2014-10-09,6424702,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1
21661202,2,2,2007-01-29,2007-01-29,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
22656789,2,2,2013-11-06,2013-11-06,6424703,NA,NA,NA,1,1,1,1,1,1,1,1,1,1
22753982,2,8,2011-10-24,2008-10-16,6424704,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24654881,2,2,2011-09-01,2011-09-01,6424703,NA,1,1,1,1,1,1,1,1,1,1,1,1
24654881,2,2,2014-09-25,2014-09-25,6424703,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1
24799033,2,2,2007-10-05,2007-10-05,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
25606237,2,2,2006-08-23,2006-08-23,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
25606237,2,2,2006-08-23,2006-08-23,6424704,1,1,1,1,1,1,1,1,1,1,1,1,1
25798596,2,2,2008-09-18,2008-09-18,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
26408096,2,8,2009-08-14,2008-05-30,6424704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26408161,2,2,2008-08-12,2008-08-12,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
26408161,2,2,2012-04-23,2012-04-23,6424703,NA,NA,1,1,1,1,1,1,1,1,1,1,1
26529420,2,2,2013-04-26,2013-04-26,6424703,NA,NA,NA,1,1,1,1,1,1,1,1,1,1
26529420,2,2,2015-07-10,2015-07-10,6424703,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1
26565770,2,8,2013-11-05,2006-10-20,6424703,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26960328,2,2,2014-11-11,2014-11-11,6424703,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1
31804966,2,2,2011-02-04,2011-02-04,6424703,NA,1,1,1,1,1,1,1,1,1,1,1,1
32430233,2,2,2014-06-24,2014-06-24,6424703,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1
32467086,2,2,2011-05-04,2011-05-04,6424703,NA,1,1,1,1,1,1,1,1,1,1,1,1
32953317,2,8,2014-05-07,2011-10-06,6424703,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
32953317,2,8,2014-05-07,2006-10-03,6424704,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
32995755,2,2,2011-11-16,2011-11-16,6424703,NA,1,1,1,1,1,1,1,1,1,1,1,1
33021064,2,2,2013-09-05,2013-09-05,6424703,NA,NA,NA,1,1,1,1,1,1,1,1,1,1
33370115,2,2,2010-09-29,2010-09-29,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
35571249,2,2,2015-02-12,2015-02-12,6424703,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1
38588174,2,8,2013-08-26,2010-06-16,6424704,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38588174,2,2,2010-06-16,2010-06-16,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
41931445,2,2,2018-08-08,2018-08-08,6424703,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1
42873828,2,2,2013-10-31,2013-10-31,6424703,NA,NA,NA,1,1,1,1,1,1,1,1,1,1
42873828,2,2,2018-03-28,2018-03-28,6424703,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1
49389307,2,2,2009-03-17,2009-03-17,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
53236808,2,2,2016-06-16,2016-06-16,6424703,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1
54037916,2,2,2017-08-30,2017-08-30,6424703,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1
54037916,2,2,2017-12-20,2017-12-20,6424703,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1
54401286,2,2,2015-12-28,2015-12-28,6424703,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1
62109566,2,2,2017-06-30,2017-06-30,6424703,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1
64276058,2,2,2008-12-12,2008-12-12,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
67960229,2,2,2015-12-21,2015-12-21,6424703,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1
68512748,2,2,2019-01-18,2019-01-18,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
71328769,2,2,2015-08-12,2015-08-12,6424704,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1
71418784,2,2,2018-05-10,2018-05-10,6424703,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1
71418784,2,8,2020-09-04,2018-07-11,6424703,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
