cnpj_basico,identificador_matriz_filial,situacao_cadastral,data_situacao_cadastral,data_inicio_atividade,cnae_fiscal_principal,ativa_em_2010,ativa_em_2011,ativa_em_2012,ativa_em_2013,ativa_em_2014,ativa_em_2015,ativa_em_2016,ativa_em_2017,ativa_em_2018,ativa_em_2019,ativa_em_2020,ativa_em_2021,ativa_em_2022
37076205,1,2,2005-11-03,1991-11-26,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
37091428,1,8,2006-07-18,1992-05-28,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37119658,1,8,1997-10-16,1992-07-01,6493000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37130739,1,8,2015-02-09,1992-08-21,6493000,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
37140233,1,8,2008-12-31,1992-09-04,6493000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37395399,2,2,NA,2005-02-01,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
37442605,1,2,2005-11-03,1992-08-14,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
39384052,1,2,2001-10-20,1993-04-16,6435201,1,1,1,1,1,1,1,1,1,1,1,1,1
40329740,2,8,2008-12-31,1994-01-04,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40329740,2,8,2008-12-31,1994-06-08,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40329740,2,8,2008-12-31,1994-06-27,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40329740,2,8,2008-12-31,1995-10-18,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40586364,1,8,2008-12-31,1991-08-30,6493000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40843377,1,8,2001-10-14,1991-10-14,6493000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41697103,2,2,2009-03-13,2009-03-13,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
41805003,2,2,2007-10-23,2007-10-23,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
42873828,2,2,2007-07-24,2007-07-24,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
42880617,2,2,2008-03-03,2008-03-03,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
42887133,2,2,2006-10-05,2006-10-05,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
42898825,2,2,2009-04-16,2009-04-16,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
44469161,2,2,2005-11-03,2001-02-14,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
44746352,1,2,2000-11-25,1971-08-20,6424704,1,1,1,1,1,1,1,1,1,1,1,1,1
50433002,1,8,1989-05-04,1979-06-07,6493000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50485937,1,8,1985-12-10,1979-04-23,6493000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52368255,1,8,1979-10-29,1971-03-29,6424704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53923116,2,8,2020-11-01,1999-05-11,6424704,1,1,1,1,1,1,1,1,1,1,NA,NA,NA
53923116,2,8,2020-11-01,2006-09-20,6424704,1,1,1,1,1,1,1,1,1,1,NA,NA,NA
53923116,2,8,2009-06-05,2009-01-06,6424704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53935029,1,2,2005-11-03,1984-10-28,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
54037916,2,2,2006-02-22,2006-02-22,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
54037916,2,2,2009-03-16,2009-03-16,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
57687899,1,8,2014-04-01,1987-06-02,6424703,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
62673470,2,8,2017-10-03,2008-09-16,6424703,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA
62673470,2,8,2017-01-19,2009-08-11,6424703,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA
62673470,2,2,2009-11-26,2009-11-26,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
66193350,2,8,2013-04-30,2006-08-09,6424703,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66398496,1,2,2005-11-03,1991-09-10,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
67031757,1,2,2005-11-03,1991-10-14,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
67096909,1,2,2005-03-05,1991-10-25,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
67803445,1,8,2008-12-31,1992-04-03,6493000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67898460,1,8,2008-12-31,1992-05-08,6493000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68848571,1,8,2008-12-31,1993-02-09,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69210912,1,2,2005-11-03,1992-12-10,6499999,1,1,1,1,1,1,1,1,1,1,1,1,1
70027388,1,8,2019-02-19,1993-09-20,6424703,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA
70106869,1,4,2018-11-20,1994-03-01,6424703,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA
70241658,1,2,2005-09-24,1994-01-20,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
71009237,1,8,2021-06-30,1993-05-07,6424703,1,1,1,1,1,1,1,1,1,1,1,NA,NA
71069587,1,2,2005-09-24,1993-07-01,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
71154876,2,2,2007-10-24,2007-10-24,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
71237184,2,2,2006-12-27,2006-12-27,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
71238232,2,2,2006-10-30,2006-10-30,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
71328769,1,2,2005-11-03,1970-07-01,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
71419600,1,2,2001-02-25,1993-12-15,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
71494561,1,8,2008-12-31,1994-02-02,6424701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71502181,1,2,2005-11-03,1994-02-04,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
71504633,1,8,1994-02-08,1994-02-08,6424701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71884498,2,2,2008-09-18,2008-09-18,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
71884498,2,2,2008-09-18,2008-09-18,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
72128440,2,2,2007-06-01,2007-06-01,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
73204547,1,8,2010-07-05,1993-08-13,6493000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74114042,2,2,2009-07-06,2009-07-06,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
74220948,2,8,1996-10-31,1995-08-21,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78157146,1,2,2005-11-03,1984-02-13,6424704,1,1,1,1,1,1,1,1,1,1,1,1,1
78157146,2,2,2005-11-03,1998-05-29,6424704,1,1,1,1,1,1,1,1,1,1,1,1,1
78157146,2,8,2014-08-28,2003-04-11,6424704,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
78907607,2,8,2008-01-18,2005-11-03,6424704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79086997,2,2,2004-09-09,2004-09-09,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
79457883,2,2,2005-06-08,2005-06-08,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
81054686,2,2,2006-05-05,2006-05-05,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
81054686,2,2,2008-05-29,2008-05-29,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
81099491,2,2,NA,2004-12-03,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
81115149,2,2,2009-02-05,2009-02-05,6424704,1,1,1,1,1,1,1,1,1,1,1,1,1
81206039,2,2,2010-02-10,2010-02-10,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
81466286,2,2,2005-09-22,2005-09-22,6424704,1,1,1,1,1,1,1,1,1,1,1,1,1
81466286,2,2,2008-05-16,2008-05-16,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
81673154,2,8,2010-09-28,2005-06-30,6424704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81706616,2,2,2008-03-25,2008-03-25,6424704,1,1,1,1,1,1,1,1,1,1,1,1,1
81723108,2,2,2007-01-02,2007-01-02,6424704,1,1,1,1,1,1,1,1,1,1,1,1,1
82065285,2,2,NA,2005-02-15,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
82639451,2,2,2014-05-26,2014-05-26,6424703,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1
83325985,1,8,2015-02-09,1992-11-05,6424703,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
86564051,2,2,2006-06-07,2006-06-07,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
86585049,2,8,2016-01-08,2008-03-03,6424704,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA
86774775,1,2,2005-11-03,1994-02-23,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
86913977,1,8,2013-08-03,1994-03-18,6424703,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87067757,2,2,2010-05-13,2010-05-13,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
87437687,2,2,2004-05-27,2004-05-27,6424702,1,1,1,1,1,1,1,1,1,1,1,1,1
87437687,2,8,2012-10-17,2008-02-27,6424702,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87437687,2,8,2012-10-17,2008-02-27,6424702,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87510475,1,2,2003-10-18,1981-05-26,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
87660452,1,8,2008-12-31,1975-10-23,6493000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87732491,1,8,1993-05-17,1981-09-15,6424701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87732608,2,8,2010-11-01,2005-08-01,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87732608,2,8,2010-11-01,2005-08-01,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87733770,2,2,2006-11-17,2006-11-17,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
87733770,2,2,2006-11-17,2006-11-17,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
87733770,2,2,2007-12-10,2007-12-10,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
87758009,1,8,1999-04-27,1981-09-21,6424701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87779625,2,2,2008-04-18,2008-04-18,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
87780268,2,2,2007-07-03,2007-07-03,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
87780268,2,2,2009-11-05,2009-11-05,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
87780284,2,2,2007-08-30,2007-08-30,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
87781530,2,2,2006-10-05,2006-10-05,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
87784088,1,2,2001-02-22,1981-09-28,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
87788394,2,8,2014-06-16,2008-05-13,6424703,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
87795639,2,2,2006-02-01,2006-02-01,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
87795639,2,2,2009-12-03,2009-12-03,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
87853206,2,2,2006-01-31,2006-01-31,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
87853206,2,2,2006-01-31,2006-01-31,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
87900411,2,2,2007-05-09,2007-05-09,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
87900601,2,2,2006-11-08,2006-11-08,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
88099247,2,2,2006-08-24,2006-08-24,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
88325113,1,2,2001-02-25,1984-01-31,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
88471024,2,2,2006-01-20,2006-01-20,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
88471024,2,2,2010-05-14,2010-05-14,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
88473798,2,8,2012-06-21,2008-04-28,6424703,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88473798,2,8,2012-06-21,2008-04-28,6424703,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88530142,1,2,2005-11-03,1982-12-06,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
88530142,2,2,2006-10-27,2006-10-27,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
88530142,2,8,2011-07-12,2006-10-27,6424703,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88580329,1,8,1996-05-31,1982-12-16,6424701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88894548,2,2,2008-06-06,2008-06-06,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
88933114,1,2,2004-05-22,1976-09-09,6462000,1,1,1,1,1,1,1,1,1,1,1,1,1
89049738,2,2,2007-01-24,2007-01-24,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
89126130,1,2,2005-11-03,1983-07-13,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
89126130,2,2,2007-01-04,2007-01-04,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
89126130,2,2,2007-01-04,2007-01-04,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
89280960,1,2,2003-10-04,1977-11-09,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
89468565,2,2,2006-08-11,2006-08-11,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
89523286,1,8,1986-11-12,1978-07-07,6493000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89990501,2,2,2007-08-16,2007-08-16,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
90608712,2,2,2006-01-27,2006-01-27,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
90608712,2,2,2006-01-27,2006-01-27,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
90608712,2,2,2006-01-27,2006-01-27,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
90608712,2,2,2007-05-31,2007-05-31,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
90608712,2,2,2009-08-05,2009-08-05,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
91159764,2,2,2006-01-09,2006-01-09,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
91586982,2,2,2004-07-14,2004-07-14,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
91586982,2,2,2004-07-14,2004-07-14,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
92555150,2,2,2005-12-20,2005-12-20,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
92555150,2,2,2005-12-20,2005-12-20,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
92573179,1,8,1998-01-30,1989-02-01,6424704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92796564,2,2,2007-07-09,2007-07-09,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
93136471,2,8,2014-05-06,2006-09-11,6424703,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
94989175,1,8,2008-12-31,1992-12-30,6493000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95213211,2,2,2005-11-22,2005-11-22,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
95213211,2,2,2005-11-22,2005-11-22,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
95424891,2,2,2005-08-02,2005-08-02,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
95594941,2,2,2008-05-02,2008-05-02,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
174915,2,8,2007-08-28,2003-10-08,6424704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
543968,1,2,2005-08-27,1995-04-12,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
651203,1,8,2001-06-05,1995-06-19,6424701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
815319,2,2,2008-05-27,2008-05-27,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
912488,2,8,2016-06-20,2006-10-25,6424704,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA
1035852,2,8,2007-09-28,2001-05-25,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1035852,2,8,2007-09-28,2001-08-21,6424701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1052245,2,8,2011-03-31,2003-07-03,6424703,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1060307,2,2,2006-06-09,2006-06-09,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
1286361,2,2,2005-11-03,2003-11-25,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
1392522,2,8,2009-04-16,2005-12-02,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1392522,2,8,2009-04-16,2004-06-14,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1435969,1,2,2022-04-20,1996-09-03,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
1601342,1,8,2019-12-01,1996-12-20,6424703,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA
1602677,2,8,2012-01-31,2000-07-04,6424703,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1618291,1,8,2011-10-31,1996-12-19,6424703,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1644264,2,2,2005-07-09,2004-08-05,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
1644264,2,2,2009-03-24,2009-03-24,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
1736516,2,2,2008-06-03,2008-06-03,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
1806569,2,8,2008-04-30,2000-12-21,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1821048,1,8,1997-12-05,1997-03-03,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1848322,1,2,2005-11-03,1997-03-31,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
2197569,2,2,2007-09-04,2007-09-04,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
2282165,1,2,2001-02-25,1997-12-10,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
2282709,2,2,NA,2005-06-15,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
2335109,2,2,2001-10-05,2001-10-05,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
2364599,1,8,2008-12-31,1997-12-18,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2647564,1,8,2017-11-01,1997-09-29,6424703,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA
2647564,2,8,2017-11-01,2006-11-08,6424703,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA
2763408,1,4,2018-10-11,1998-08-14,6462000,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA
2904362,1,8,2011-05-24,1998-11-09,6424703,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3055269,2,8,2018-12-01,2006-11-09,6424703,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA
3459850,2,2,2010-08-05,2010-08-05,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
3461243,2,2,2007-10-08,2007-10-08,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
3500740,2,8,2009-08-05,2006-12-06,6424704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3590086,2,8,2009-03-31,2006-11-06,6424704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3606488,1,8,2019-10-16,1999-03-16,6424703,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA
3730508,2,8,2020-04-01,2010-08-13,6424703,1,1,1,1,1,1,1,1,1,1,NA,NA,NA
3793242,2,2,2014-05-13,2014-05-13,6424703,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1
3930587,1,8,2021-02-01,2000-07-12,6424703,1,1,1,1,1,1,1,1,1,1,1,NA,NA
4152107,1,2,2005-11-03,2000-11-10,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
4463602,2,2,2008-11-06,2008-11-06,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
4565791,1,2,2001-07-13,2001-07-13,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
4622657,1,2,2004-02-20,2001-08-20,6424704,1,1,1,1,1,1,1,1,1,1,1,1,1
4876393,2,8,2018-12-04,2005-09-15,6424703,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA
4880689,1,4,2018-09-25,2002-01-24,6424704,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA
14004097,1,8,1983-08-15,1976-01-27,6493000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5132104,2,8,2021-08-26,2009-02-06,6424704,1,1,1,1,1,1,1,1,1,1,1,NA,NA
5132104,2,8,2021-08-26,2009-02-06,6424704,1,1,1,1,1,1,1,1,1,1,1,NA,NA
5167980,1,8,2006-06-13,2002-07-29,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5194149,2,8,2011-08-06,2005-07-29,6424704,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5246129,1,8,2008-12-31,1976-11-05,6493000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5476680,1,8,2017-04-17,2002-11-26,6424703,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA
5790149,1,2,2003-07-17,2003-07-17,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
5843532,1,8,2008-12-31,2002-07-12,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6032473,1,4,2022-06-08,2003-12-10,6424703,1,1,1,1,1,1,1,1,1,1,1,1,NA
6049517,1,8,2009-06-19,2003-12-04,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6863813,1,8,2006-04-07,2004-07-16,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7206072,1,2,2005-01-25,2005-01-25,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
7407136,1,8,2015-06-15,2005-05-27,6424704,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
7440317,1,8,2021-10-25,2005-06-07,6424703,1,1,1,1,1,1,1,1,1,1,1,NA,NA
7512780,1,2,2005-07-21,2005-07-21,6424704,1,1,1,1,1,1,1,1,1,1,1,1,1
7514202,1,8,2017-10-31,2005-07-21,6424704,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA
7791025,1,8,2014-06-10,2006-01-11,6424703,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
7946451,1,2,2006-04-11,2006-04-11,6424704,1,1,1,1,1,1,1,1,1,1,1,1,1
8041950,1,2,2006-05-15,2006-05-15,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
8169534,1,8,1985-04-25,1982-07-20,6493000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8322202,1,8,2014-10-14,2006-09-29,6424703,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
8324147,1,8,2008-12-31,1966-10-31,6424701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22597264,1,8,2010-08-24,1987-02-13,6424704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9033698,1,2,2007-08-16,2007-08-16,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
9041464,2,8,2012-11-26,2011-09-01,6424703,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9065924,2,8,2010-07-30,2009-06-25,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9242503,1,2,2007-09-12,2007-09-12,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
9290821,1,8,2012-12-01,2008-01-08,6424703,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9337443,1,8,2011-11-23,2008-01-24,6424703,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9343038,1,2,2008-01-30,2008-01-30,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
9552111,1,2,2008-05-15,2008-05-15,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
9720794,1,8,2016-07-01,2008-06-16,6424703,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA
10772401,1,8,2020-05-08,2009-04-14,6424703,1,1,1,1,1,1,1,1,1,1,NA,NA,NA
11018200,1,8,2017-01-03,2009-07-29,6424704,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA
11898639,1,4,2018-11-28,2010-02-08,6499999,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA
12026204,1,4,2018-12-06,2010-05-27,6424703,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA
12387941,1,2,2022-03-02,2010-07-19,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
13535299,1,8,1984-11-06,1972-08-31,6493000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15234198,1,8,1984-01-06,1970-04-14,6493000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15301807,1,4,2018-11-06,1987-03-26,6493000,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA
15399686,1,8,2008-12-31,1980-08-14,6493000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16499774,1,8,2008-12-31,1988-08-04,6493000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16651002,1,2,2004-11-26,1981-03-24,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
17031584,1,8,2008-12-31,1981-09-22,6424701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17271685,2,8,1999-05-28,1972-12-15,6424701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17271685,2,8,1999-05-28,1970-04-30,6424701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17289067,1,8,1990-07-27,1967-07-11,6493000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
